address,avg_chads,most_common_chadvolution,opt_in?,whitelists,latest_snapshot_chads,latest_snapshot_chadvolution,all_chads_snaphsots,all_chadvolution_snapshots
0xf1c1cdf8a84a5e042eb2213623adaec37fe21eb6,1955060.6295965617,CHAD MACHINA,Yes,3,1954588.257314653,CHAD MACHINA,[1915658.5884287425, 1923449.8123286571, 1930700.7817976684, 1935554.361500881, 1939124.5907804172, 1932127.2561389862, 1933939.9320607032, 1950221.0280916588, 1954322.3248257674, 1955125.618766136, 1962374.1916857262, 1995058.5666299954, 1989105.904474569, 1989193.3457498774, 1988856.4746805981, 1985545.5882058826, 1956144.7092771903, 1954588.257314653],['CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA']
0x10daf1953ee5ef9d556e9a2045e5ab5593d2d488,1016.8995266132988,CHAD,No,0,1016.8995266132988,CHAD,[1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988, 1016.8995266132988],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x9e21f8539224953e9242e6e37152b7f595223762,1015.6077825206523,CHAD,No,0,1015.6077825206523,CHAD,[1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523, 1015.6077825206523],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x1f07e30c39fb03c081386838c2b0c92f57f5db6c,1015.5914178519065,CHAD,No,0,1015.5914178519064,CHAD,[1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064, 1015.5914178519064],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x1791018adced3e57323ee62d5874f7ef5d43ef28,1013.9448718677706,CHAD,No,0,1013.9448718677706,CHAD,[1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706, 1013.9448718677706],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x660e59e1db2c1b4f187c2162eea5e1cb7ad46ace,1013.2516237622169,CHAD,No,0,1013.2516237622169,CHAD,[1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169, 1013.2516237622169],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xc1c255c60d6f5115aadcf9cb401e5beb37dda1ea,1013.0647508032691,CHAD,No,0,1013.0647508032692,CHAD,[1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692, 1013.0647508032692],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xac6b7ef97f34dea69535af4ea31ca756c29c5f7d,1012.4245874602382,CHAD,No,0,1012.4245874602381,CHAD,[1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381, 1012.4245874602381],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xaa642c951593df6f930d4d0d988ecadf75627a8f,1010.6050052087319,CHAD,No,0,1010.6050052087317,CHAD,[1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317, 1010.6050052087317],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xcc2f45405a38424f8f13f985178fcf0eb86797b5,1007.3669306308161,CHAD,No,0,1007.366930630816,CHAD,[1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816, 1007.366930630816],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xd4bc999d33ad9410e720430deb5b617c83b5bf26,1007.2995173713755,CHAD,No,0,1007.2995173713756,CHAD,[1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756, 1007.2995173713756],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xce1cb077a65181580cde875794fdc61e9ad55a47,1006.3918885905093,CHAD,No,0,1006.3918885905092,CHAD,[1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092, 1006.3918885905092],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x4243f442f6b4fbb0dd9b4717bf3937c9dce2fa28,1006.2019794292161,CHAD,No,0,1006.2019794292163,CHAD,[1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163, 1006.2019794292163],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xe37a2f7b92460a164ad9305c073221ae05852ae4,1005.3698848342849,CHAD,No,0,1005.369884834285,CHAD,[1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285, 1005.369884834285],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x220198ed1c509cd50b5634262b6886ea106d1423,1005.1677788693794,CHAD,No,0,1005.1677788693796,CHAD,[1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796, 1005.1677788693796],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x3d0840b516421d0deb861c6e26036d5f4e1ac320,1000.1699999999998,CHAD,No,0,1000.17,CHAD,[1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17, 1000.17],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xa215f1b06e7945d331f2df30961027123947a40d,1000.0000000000013,CHAD,No,0,1000.000000000001,CHAD,[1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001, 1000.000000000001],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xa34c5b453d787fb641b24fc6f6c545a73f9dbb19,1000.0,CHAD,No,0,0,VIRGIN,[2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xa725e682775890f4a09923e328c287752aefcc4a,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x32a75c51ea891707c2ad76a5780b37f5bfd725ac,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x4aa856230692dc6b8cb9f5afc90593dbcf5a09c7,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xaa1db2f567d0b9955b1da90ba787ad251fdb67ff,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xfca66ffe8bf69bfa4d30244ce03ec59a0bcb6bd9,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xfd233a81c0c24f73761b2fc34207e82439c819e0,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x97297287b9ebd3e5d0bfdb75147b5c30535f389f,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xc6d8c9087de89c1d11326b02cbcaed527ff99dff,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x52d75932a1ec37c209155bd089f5ced745b33826,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x6558bb6fe4379e9fbad7e36ccb2d871f65a63b5a,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x73c351877d0773746e9edcc3c9f79919c7e0fa5b,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xbbc04caa3376cf81cc63716b825b3d778afb7c9d,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xcfbe909492fbae6bbae5acdd287991f8713d493f,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xdd768c232a78eefb3272918e341dbe016685ae67,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xfd36e15b66b9350d54b0ed419a02c896a5e9172d,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x45b8ec1274abb87809c068138c88f7f119555d23,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x92de9a829c596aaf6edcd5618bc73e01de9bc293,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xf22862b5c8d5a17a68536521e0c82c5387bd65af,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x06e404bc4ac9329650a7b4cfd91a2683a46f6fc1,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x1c81cc66c7b91142f29ab0a630008d4c6beb4724,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xb6c1e5e13276638cb37bed89189a2528543791d2,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xde6deacb5fae8a94204498efeaaa564f9dfc938e,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x194b676ed30ea10f87b5c399fbda799a451effe4,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x569215c9cbf2ef93949516b241869160ab377580,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0xd079e2ab0ef1a27bd7e6f47dc05f6366a5c12eb0,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
0x7eeb4c7ddb2b9ce2f93c290bdbb43d7a203e0888,1000.0,CHAD,No,0,1000.0,CHAD,[1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0],['CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD', 'CHAD']
